"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 29, 2019","9,580.9","9,728.5","9,835.4","9,502.5","510.90K","-1.51%"
"Jul 28, 2019","9,727.8","9,491.1","9,798.5","9,401.1","518.59K","2.48%"
"Jul 27, 2019","9,492.1","9,830.4","10,232.3","9,389.1","661.89K","-3.45%"
"Jul 26, 2019","9,831.0","9,945.2","10,436.1","9,724.2","493.75K","-1.15%"
"Jul 25, 2019","9,945.3","9,804.7","10,203.5","9,776.6","545.85K","1.44%"
"Jul 24, 2019","9,804.3","9,887.2","9,945.3","9,584.0","639.54K","-0.85%"
"Jul 23, 2019","9,888.7","10,412.8","10,414.7","9,865.4","663.38K","-5.03%"
"Jul 22, 2019","10,412.5","10,715.1","10,806.3","10,196.5","591.27K","-2.82%"
"Jul 21, 2019","10,714.4","10,827.0","10,883.8","10,442.5","562.17K","-1.04%"
"Jul 20, 2019","10,826.7","10,571.9","11,155.6","10,462.0","668.94K","2.41%"
"Jul 19, 2019","10,571.5","10,651.6","10,758.4","10,160.7","727.79K","-0.75%"
"Jul 18, 2019","10,651.4","9,723.1","10,787.1","9,390.0","974.49K","9.55%"
"Jul 17, 2019","9,723.2","9,425.1","9,983.6","9,082.6","1.03M","3.17%"
"Jul 16, 2019","9,424.8","10,844.0","11,019.5","9,375.3","1.05M","-13.10%"
"Jul 15, 2019","10,845.9","10,199.9","11,064.7","9,885.4","956.52K","6.33%"
"Jul 14, 2019","10,200.1","11,364.3","11,448.7","10,128.9","840.76K","-10.25%"
"Jul 13, 2019","11,364.9","11,762.8","11,798.4","10,839.4","747.71K","-3.38%"
"Jul 12, 2019","11,762.1","11,343.7","11,881.4","11,109.8","738.17K","3.70%"
"Jul 11, 2019","11,342.3","12,111.6","12,111.6","11,029.0","943.13K","-6.34%"
"Jul 10, 2019","12,110.6","12,542.8","13,134.4","11,594.9","1.11M","-3.44%"
"Jul 09, 2019","12,541.5","12,250.6","12,772.9","12,111.2","847.84K","2.36%"
"Jul 08, 2019","12,252.6","11,415.8","12,332.3","11,304.8","695.60K","7.33%"
"Jul 07, 2019","11,415.9","11,267.9","11,524.6","11,108.1","601.93K","1.31%"
"Jul 06, 2019","11,268.0","10,969.8","11,650.2","10,967.9","688.96K","2.71%"
"Jul 05, 2019","10,970.2","11,159.7","11,381.8","10,810.3","772.67K","-1.73%"
"Jul 04, 2019","11,163.1","11,899.3","11,948.0","11,087.1","840.34K","-6.20%"
"Jul 03, 2019","11,900.8","10,835.9","11,931.8","10,835.9","998.73K","9.83%"
"Jul 02, 2019","10,835.9","10,615.5","10,923.5","9,728.5","1.12M","2.07%"
"Jul 01, 2019","10,616.6","10,821.4","11,254.5","10,041.6","1.04M","-1.87%"
"Jun 30, 2019","10,818.6","11,906.0","12,179.3","10,765.4","880.77K","-9.14%"
"Jun 29, 2019","11,906.5","12,408.0","12,422.9","11,490.8","834.62K","-4.05%"
"Jun 28, 2019","12,409.1","11,288.4","12,461.8","10,970.5","1.09M","9.93%"
"Jun 27, 2019","11,287.8","13,062.4","13,422.0","10,493.5","1.59M","-13.59%"
"Jun 26, 2019","13,063.8","11,811.6","13,929.8","11,747.3","1.48M","10.62%"
"Jun 25, 2019","11,809.9","11,046.6","11,833.9","11,033.7","781.09K","6.91%"
"Jun 24, 2019","11,046.4","10,897.3","11,114.4","10,622.6","566.96K","1.37%"
"Jun 23, 2019","10,897.1","10,721.5","11,361.3","10,557.8","683.79K","1.64%"
"Jun 22, 2019","10,721.7","10,178.1","11,160.5","10,031.3","1.09M","5.33%"
"Jun 21, 2019","10,179.3","9,517.7","10,184.3","9,517.4","769.12K","6.96%"
"Jun 20, 2019","9,517.0","9,255.0","9,583.9","9,188.4","693.62K","2.83%"
"Jun 19, 2019","9,255.4","9,080.7","9,295.1","9,044.0","587.57K","1.93%"
"Jun 18, 2019","9,080.6","9,318.9","9,336.1","8,962.7","723.17K","-2.56%"
"Jun 17, 2019","9,318.8","8,961.0","9,438.1","8,959.8","738.80K","3.98%"
"Jun 16, 2019","8,962.5","8,812.2","9,332.0","8,771.1","849.77K","1.70%"
"Jun 15, 2019","8,812.5","8,655.8","8,856.7","8,582.3","608.69K","1.81%"
"Jun 14, 2019","8,656.1","8,218.6","8,685.3","8,153.2","643.17K","5.32%"
"Jun 13, 2019","8,219.0","8,132.4","8,306.1","8,028.6","574.21K","1.06%"
"Jun 12, 2019","8,133.1","7,888.0","8,198.1","7,805.8","607.89K","3.11%"
"Jun 11, 2019","7,888.0","7,987.8","8,010.4","7,714.5","579.00K","-1.25%"
"Jun 10, 2019","7,987.8","7,635.0","8,012.8","7,523.6","641.38K","4.62%"
"Jun 09, 2019","7,635.0","7,901.6","7,937.5","7,516.9","554.48K","-3.37%"
"Jun 08, 2019","7,901.4","7,985.3","8,044.4","7,770.5","485.81K","-1.05%"
"Jun 07, 2019","7,985.2","7,785.8","8,099.4","7,749.4","588.87K","2.57%"
"Jun 06, 2019","7,784.9","7,779.6","7,861.4","7,480.4","651.82K","0.08%"
"Jun 05, 2019","7,779.1","7,685.6","7,885.0","7,590.4","762.94K","1.22%"
"Jun 04, 2019","7,685.5","8,118.1","8,118.1","7,494.0","966.95K","-5.41%"
"Jun 03, 2019","8,124.8","8,728.6","8,734.9","8,102.7","739.45K","-6.92%"
"Jun 02, 2019","8,728.6","8,545.8","8,807.7","8,534.8","614.54K","2.14%"
"Jun 01, 2019","8,545.7","8,556.9","8,615.8","8,454.0","686.75K","-0.15%"
"May 31, 2019","8,558.3","8,271.4","8,578.8","8,135.0","858.41K","3.46%"
"May 30, 2019","8,271.9","8,647.8","9,045.9","8,054.7","1.04M","-4.35%"
"May 29, 2019","8,647.8","8,715.6","8,747.2","8,435.3","15.43M","-0.79%"
"May 28, 2019","8,716.3","8,759.4","8,794.1","8,568.8","763.20K","-0.50%"
"May 27, 2019","8,760.1","8,628.9","8,902.8","8,607.3","907.96K","1.51%"
"May 26, 2019","8,630.2","8,029.6","8,718.6","7,866.5","872.12K","7.51%"
"May 25, 2019","8,027.4","7,971.4","8,090.1","7,919.1","691.27K","0.72%"
"May 24, 2019","7,970.1","7,852.8","8,124.1","7,775.4","868.47K","1.50%"
"May 23, 2019","7,852.1","7,637.2","7,939.1","7,486.8","815.14K","2.83%"
"May 22, 2019","7,635.7","7,928.7","7,999.0","7,545.9","821.40K","-3.72%"
"May 21, 2019","7,930.3","7,965.0","8,056.8","7,813.2","804.88K","-0.44%"
"May 20, 2019","7,965.3","8,156.4","8,156.4","7,604.0","958.81K","-2.35%"
"May 19, 2019","8,157.2","7,261.9","8,253.4","7,252.3","1.08M","12.32%"
"May 18, 2019","7,262.6","7,359.9","7,458.5","7,189.4","865.53K","-1.32%"
"May 17, 2019","7,359.5","7,871.9","7,924.0","6,998.6","1.43M","-6.51%"
"May 16, 2019","7,871.8","8,164.8","8,293.3","7,720.4","1.18M","-3.59%"
"May 15, 2019","8,164.6","7,994.8","8,225.3","7,856.5","1.13M","2.13%"
"May 14, 2019","7,994.6","7,806.4","8,323.9","7,674.0","1.33M","2.42%"
"May 13, 2019","7,806.0","6,984.7","8,058.3","6,893.1","1.20M","11.76%"
"May 12, 2019","6,984.8","7,190.0","7,518.9","6,802.6","1.35M","-2.86%"
"May 11, 2019","7,190.3","6,386.6","7,373.8","6,386.5","1.31M","12.59%"
"May 10, 2019","6,386.0","6,194.3","6,466.6","6,157.8","907.94K","3.14%"
"May 09, 2019","6,191.5","5,990.5","6,206.0","5,990.0","799.96K","3.36%"
"May 08, 2019","5,990.3","5,849.4","6,011.3","5,799.1","757.13K","2.41%"
"May 07, 2019","5,849.5","5,745.5","6,019.8","5,745.5","955.88K","1.82%"
"May 06, 2019","5,745.1","5,775.1","5,801.4","5,630.5","755.39K","-0.52%"
"May 05, 2019","5,774.9","5,830.8","5,838.2","5,708.2","709.02K","-0.96%"
"May 04, 2019","5,830.9","5,768.0","5,899.2","5,605.0","920.61K","1.11%"
"May 03, 2019","5,766.8","5,493.6","5,844.2","5,478.7","1.04M","4.97%"
"May 02, 2019","5,493.8","5,384.6","5,530.8","5,370.0","722.23K","2.04%"
"May 01, 2019","5,384.2","5,321.1","5,396.3","5,319.5","623.64K","1.19%"
"Apr 30, 2019","5,320.8","5,235.4","5,336.6","5,195.9","697.42K","1.64%"
"Apr 29, 2019","5,235.0","5,302.4","5,322.9","5,188.9","775.82K","-1.27%"
"Apr 28, 2019","5,302.3","5,265.7","5,332.5","5,234.4","681.41K","0.69%"
"Apr 27, 2019","5,265.9","5,298.2","5,318.1","5,225.4","833.13K","-0.61%"
"Apr 26, 2019","5,298.3","5,209.2","5,469.3","5,159.3","1.03M","1.71%"
"Apr 25, 2019","5,209.1","5,415.6","5,528.2","5,137.4","955.36K","-3.81%"
"Apr 24, 2019","5,415.6","5,511.2","5,589.6","5,346.8","994.04K","-1.74%"
"Apr 23, 2019","5,511.6","5,346.5","5,594.4","5,291.4","900.00K","3.08%"
"Apr 22, 2019","5,346.7","5,248.2","5,370.2","5,170.2","920.77K","1.97%"
"Apr 21, 2019","5,243.5","5,290.2","5,308.2","5,189.8","811.41K","-0.88%"
"Apr 20, 2019","5,290.2","5,241.0","5,327.0","5,240.2","782.32K","0.94%"
"Apr 19, 2019","5,241.0","5,264.8","5,282.4","5,192.1","787.09K","-0.45%"
"Apr 18, 2019","5,264.7","5,208.3","5,293.1","5,205.0","727.97K","1.08%"
"Apr 17, 2019","5,208.3","5,182.1","5,230.9","5,165.5","806.52K","0.53%"
"Apr 16, 2019","5,180.9","5,031.4","5,198.4","5,014.4","631.05K","2.95%"
"Apr 15, 2019","5,032.3","5,135.1","5,168.0","4,964.2","688.20K","-2.00%"
"Apr 14, 2019","5,134.8","5,052.0","5,153.5","5,010.7","566.38K","1.64%"
"Apr 13, 2019","5,051.8","5,054.2","5,093.4","5,011.6","577.16K","-0.05%"
"Apr 12, 2019","5,054.2","5,022.7","5,080.5","4,889.2","779.14K","0.63%"
"Apr 11, 2019","5,022.6","5,307.7","5,337.0","4,948.0","943.49K","-5.37%"
"Apr 10, 2019","5,307.8","5,158.4","5,404.1","5,142.9","837.51K","2.89%"
"Apr 09, 2019","5,158.4","5,245.0","5,245.9","5,095.2","784.62K","-1.65%"
"Apr 08, 2019","5,245.2","5,173.5","5,300.6","5,060.5","928.23K","1.38%"
"Apr 07, 2019","5,173.6","5,046.1","5,219.5","5,033.7","841.27K","2.53%"
"Apr 06, 2019","5,046.2","5,010.0","5,198.4","4,947.9","952.18K","0.72%"
"Apr 05, 2019","5,010.2","4,902.5","5,029.4","4,888.3","851.72K","2.20%"
"Apr 04, 2019","4,902.4","4,968.7","5,042.5","4,789.2","1.05M","-1.33%"
"Apr 03, 2019","4,968.7","4,859.3","5,278.4","4,814.0","13.83M","2.25%"
"Apr 02, 2019","4,859.3","4,145.1","4,899.6","4,143.5","14.77M","17.23%"
"Apr 01, 2019","4,145.1","4,102.3","4,159.1","4,076.8","3.22M","1.04%"
"Mar 31, 2019","4,102.3","4,111.8","4,121.9","4,082.2","2.43M","-0.23%"
"Mar 30, 2019","4,111.8","4,103.7","4,138.1","4,057.1","2.55M","0.23%"
"Mar 29, 2019","4,102.2","4,025.7","4,123.1","4,022.6","3.30M","1.90%"
"Mar 28, 2019","4,025.6","4,041.7","4,041.7","4,008.4","2.11M","-0.40%"
"Mar 27, 2019","4,041.7","3,942.8","4,043.3","3,936.2","2.78M","2.51%"
"Mar 26, 2019","3,942.8","3,937.1","3,950.7","3,899.9","2.53M","0.15%"
"Mar 25, 2019","3,937.0","3,994.8","4,000.5","3,897.9","2.86M","-1.44%"
"Mar 24, 2019","3,994.7","4,002.6","4,005.7","3,967.0","2.04M","-0.20%"
"Mar 23, 2019","4,002.5","3,990.4","4,018.2","3,980.8","2.00M","0.30%"
"Mar 22, 2019","3,990.4","3,982.2","4,005.7","3,971.8","2.83M","0.21%"
"Mar 21, 2019","3,982.2","4,041.2","4,064.0","3,923.8","3.88M","-1.46%"
"Mar 20, 2019","4,041.2","4,017.0","4,050.0","3,985.3","3.18M","0.60%"
"Mar 19, 2019","4,017.0","3,990.2","4,029.9","3,972.4","2.99M","0.67%"
"Mar 18, 2019","3,990.2","3,981.5","4,032.3","3,958.5","2.62M","0.22%"
"Mar 17, 2019","3,981.5","4,006.4","4,009.8","3,956.3","1.87M","-0.62%"
"Mar 16, 2019","4,006.4","3,924.4","4,050.6","3,923.7","3.46M","2.09%"
"Mar 15, 2019","3,924.3","3,879.0","3,935.7","3,874.8","3.11M","1.17%"
"Mar 14, 2019","3,879.0","3,865.1","3,914.7","3,828.4","2.86M","0.36%"
"Mar 13, 2019","3,865.1","3,885.9","3,894.7","3,847.4","2.28M","-0.54%"
"Mar 12, 2019","3,886.0","3,870.3","3,900.1","3,817.1","2.90M","0.41%"
"Mar 11, 2019","3,870.3","3,915.2","3,935.5","3,842.4","3.19M","-1.15%"
"Mar 10, 2019","3,915.2","3,944.4","3,944.5","3,889.2","1.89M","-0.74%"
"Mar 09, 2019","3,944.3","3,865.6","3,964.0","3,859.7","2.48M","2.03%"
"Mar 08, 2019","3,865.9","3,875.1","3,929.0","3,810.7","2.96M","-0.24%"
"Mar 07, 2019","3,875.1","3,863.1","3,907.4","3,847.9","2.60M","0.32%"
"Mar 06, 2019","3,863.0","3,857.2","3,887.3","3,816.7","2.52M","0.15%"
"Mar 05, 2019","3,857.2","3,715.9","3,873.2","3,705.7","3.82M","3.80%"
"Mar 04, 2019","3,715.9","3,809.7","3,828.4","3,681.8","2.85M","-2.45%"
"Mar 03, 2019","3,809.5","3,823.2","3,836.6","3,789.7","1.51M","-0.36%"
"Mar 02, 2019","3,823.1","3,821.9","3,843.2","3,783.6","1.61M","0.03%"
"Mar 01, 2019","3,821.9","3,816.7","3,855.8","3,816.4","1.74M","0.14%"
"Feb 28, 2019","3,816.6","3,814.6","3,883.7","3,783.3","2.31M","0.05%"
"Feb 27, 2019","3,814.6","3,810.3","3,836.4","3,701.9","2.82M","0.11%"
"Feb 26, 2019","3,810.3","3,833.5","3,845.5","3,775.0","2.09M","-0.61%"
"Feb 25, 2019","3,833.7","3,755.7","3,870.7","3,753.8","765.87K","2.09%"
"Feb 24, 2019","3,755.2","4,120.5","4,194.2","3,738.7","977.78K","-8.86%"
"Feb 23, 2019","4,120.4","3,965.2","4,152.6","3,939.4","727.85K","3.91%"
"Feb 22, 2019","3,965.2","3,937.4","3,983.1","3,931.7","649.55K","0.73%"
"Feb 21, 2019","3,936.6","3,972.0","4,011.5","3,909.2","668.16K","-0.90%"
"Feb 20, 2019","3,972.4","3,914.3","3,983.6","3,881.2","698.01K","1.48%"
"Feb 19, 2019","3,914.3","3,896.4","3,993.8","3,863.7","1.44M","0.47%"
"Feb 18, 2019","3,896.0","3,664.2","3,903.7","3,655.1","933.15K","6.33%"
"Feb 17, 2019","3,664.2","3,616.8","3,689.9","3,607.9","580.51K","1.31%"
"Feb 16, 2019","3,616.8","3,604.7","3,641.9","3,599.7","485.63K","0.34%"
"Feb 15, 2019","3,604.7","3,592.6","3,648.3","3,581.4","516.21K","0.34%"
"Feb 14, 2019","3,592.6","3,611.5","3,624.5","3,580.2","498.14K","-0.52%"
"Feb 13, 2019","3,611.5","3,632.0","3,663.5","3,599.2","558.02K","-0.56%"
"Feb 12, 2019","3,632.0","3,631.8","3,656.4","3,594.4","545.82K","0.01%"
"Feb 11, 2019","3,631.8","3,678.8","3,681.1","3,623.8","517.28K","-1.28%"
"Feb 10, 2019","3,679.0","3,661.0","3,680.6","3,617.1","501.90K","0.48%"
"Feb 09, 2019","3,661.4","3,661.6","3,675.3","3,633.2","454.80K","-0.01%"
"Feb 08, 2019","3,661.7","3,397.3","3,721.1","3,382.5","699.23K","7.77%"
"Feb 07, 2019","3,397.7","3,404.9","3,421.8","3,390.3","471.36K","-0.20%"
"Feb 06, 2019","3,404.3","3,468.5","3,478.0","3,383.9","514.21K","-1.85%"
"Feb 05, 2019","3,468.4","3,463.0","3,485.9","3,450.3","460.95K","0.16%"
"Feb 04, 2019","3,462.8","3,459.0","3,479.7","3,437.1","503.92K","0.11%"
"Feb 03, 2019","3,459.1","3,502.3","3,507.8","3,431.3","451.66K","-1.24%"
"Feb 02, 2019","3,502.5","3,467.9","3,514.5","3,447.8","443.60K","1.00%"
"Feb 01, 2019","3,467.9","3,437.7","3,485.7","3,415.3","481.58K","0.90%"
"Jan 31, 2019","3,437.2","3,460.0","3,484.7","3,427.0","477.07K","-0.66%"
"Jan 30, 2019","3,460.0","3,414.6","3,479.0","3,394.2","600.25K","1.32%"
"Jan 29, 2019","3,414.8","3,442.8","3,450.1","3,368.2","585.46K","-0.81%"
"Jan 28, 2019","3,442.8","3,555.8","3,561.2","3,395.7","620.85K","-3.17%"
"Jan 27, 2019","3,555.6","3,570.9","3,583.2","3,509.2","464.02K","-0.43%"
"Jan 26, 2019","3,570.9","3,572.0","3,652.5","3,556.1","432.55K","-0.03%"
"Jan 25, 2019","3,572.0","3,574.3","3,582.6","3,542.2","448.89K","-0.06%"
"Jan 24, 2019","3,574.3","3,561.4","3,587.0","3,539.7","428.60K","0.36%"
"Jan 23, 2019","3,561.5","3,580.1","3,608.3","3,532.8","445.87K","-0.52%"
"Jan 22, 2019","3,580.1","3,536.9","3,607.9","3,465.2","447.70K","1.23%"
"Jan 21, 2019","3,536.7","3,542.7","3,561.4","3,505.4","394.17K","-0.16%"
"Jan 20, 2019","3,542.3","3,676.2","3,699.1","3,503.9","563.31K","-3.68%"
"Jan 19, 2019","3,677.8","3,605.8","3,715.2","3,604.1","537.06K","2.00%"
"Jan 18, 2019","3,605.6","3,626.3","3,627.9","3,575.7","488.16K","-0.57%"
"Jan 17, 2019","3,626.4","3,588.1","3,636.7","3,554.8","525.10K","1.07%"
